Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
Yes,Incomplete,REAR SUSPENSION TOE LINK REPLACEMENT,19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.,1FM5K7D85GGC85428,2023-03-06 23:54:08.417376
Yes,Incomplete,SEAT TRACK PIVOT LINK BOLT INSPECTION AND REPAIR,17V767,2017-11-29,"ON YOUR VEHICLE, THE SEAT TRACK PIVOT LINK BOLT SECURING THE FRONT SEAT CUSHIONS MAY LOOSEN AND/OR FALL OUT.","A FRONT SEAT CUSHION WITH A MISSING PIVOT LINK BOLT MAY EXPERIENCE INCREASED MOVEMENT IN A CRASH AND MAY NOT PROPERLY RESTRAIN OCCUPANTS, INCREASING THE RISK OF INJURY.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE.  FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO CHECK THE PIVOT LINK BOLT TORQUE AND REPLACE THE PIVOT LINK AND RELATED HARDWARE AS NEEDED FREE OF CHARGE (PARTS AND LABOR).,1FM5K7D85GGC85428,2023-03-06 23:54:08.419696
No,,,,,,,,1FABP45E0JF249600,2023-03-06 23:54:09.417356
No,,,,,,,,1FTEW1C57JFB78861,2023-03-06 23:54:09.556209
No,,,,,,,,2FTRF17254CA56243,2023-03-06 23:54:09.758868
Yes,Incomplete,CARPET SHIELDING AND INSULATION REWORK,18V568,2018-08-31,"IF YOUR VEHICLE IS INVOLVED IN A CRASH, DEPLOYMENT OF THE FRONT SEATBELT PRETENSIONERS MAY CAUSE A FIRE INSIDE THE DRIVER OR PASSENGER SIDE B-PILLAR TRIM (THE OUTBOARD FLOOR AREA NEXT TO THE FRONT SEATS) IN THE VEHICLE PASSENGER COMPARTMENT.",A FIRE IN THE B-PILLAR AREA MAY SPREAD WITHIN THE VEHICLE AND INCREASE THE RISK OF INJURY.  YOU MAY NOTICE ODOR AND/OR SMOKE AS THE FIRE DEVELOPS.,"FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO MODIFY THE B-PILLAR INSULATION, REMOVE ELECTRICAL HARNESS TAPE REMNANTS, AND APPLY SHIELDING TO THE CARPET INSULATION AND LOADSPACE TRIM PANEL (ON REGULAR CAB VEHICLES ONLY) FREE OF CHARGE (PARTS AND LABOR).",1FTEW1C88FKD44992,2023-03-06 23:54:09.778241
Yes,Incomplete,DOOR LATCH REPEAT REPAIR,20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU",1FTEW1E5XKFA69308,2023-03-06 23:54:09.786828
Yes,Incomplete,DOORS WILL NOT CLOSE OR OPEN WHILE DRIVING,17V652,2017-10-16,"ON YOUR VEHICLE, A FROZEN DOOR LATCH, OR A BENT OR KINKED DOOR LATCH ACTUATION CABLE, MAY RESULT IN A DOOR THAT WILL NOT OPEN, WILL NOT CLOSE, OR OPENS WHILE DRIVING CONDITION.","THIS MAY RESULT IN A LATCH THAT MAY NOT FULLY ENGAGE THE DOOR STRIKER WHICH COULD CAUSE THE DOOR TO OPEN WHILE DRIVING, INCREASING THE RISK OF INJURY.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE.  FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSTALL DOOR LATCH WATER SHIELDS AND REPAIR ANY KINKS IN THE LATCH ACTUATION CABLES FREE OF CHARGE (PARTS AND LABOR).,1FTEW1C88FKD44992,2023-03-06 23:54:09.789051
No,,,,,,,,1FTRW07303KC32502,2023-03-06 23:54:09.774064
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU0GX6DUA85991,2023-03-06 23:54:09.782014
Yes,Incomplete,PASSENGER AIRBAG INFLATOR REPLACEMENT PARTS ARE READILY AVAILABLE,19V001,2019-01-28,THE PASSENGER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE PASSENGER AIRBAG.,"IF AN INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE PASSENGER OR OTHER OCCUPANTS, CAUSING SERIOUS INJURY OR DEATH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. DEALERS WILL REPLACE THE PASSENGER AIRBAG INFLATOR FREE OF CHARGE.,1ZVBP8AM5E5230290,2023-03-06 23:54:09.783598
Yes,Incomplete,DRIVER AIRBAG INFLATOR REPLACEMENT PARTS ARE READILY AVAILABLE,15V319,2015-05-27,THE DRIVER AIRBAG INFLATOR IN YOUR VEHICLE MAY EXPLODE IN THE EVENT OF A CRASH THAT CAUSES DEPLOYMENT OF THE DRIVER AIRBAG.,"IF AN INFLATOR EXPLODES, SHARP METAL FRAGMENTS COULD STRIKE THE DRIVER OR OTHER OCCUPANTS, CAUSING SERIOUS INJURY OR DEATH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. DEALERS WILL REPLACE THE DRIVER AIRBAG INFLATOR FREE OF CHARGE..,1ZVBP8AM5E5230290,2023-03-06 23:54:09.794877
No,,,,,,,,1ZVHT80N295124613,2023-03-06 23:54:09.799317
Yes,Incomplete,DOOR LATCH REPEAT REPAIR,20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU",1FADP3F29DL333380,2023-03-06 23:54:09.814256
Yes,Incomplete,RESTRAINTS CONTROL MODULE REPLACEMENT,14V597,2014-09-25,"AFFECTED VEHICLES ARE EQUIPPED WITH RESTRAINT CONTROL MODULES RCMS THAT MAY EXPERIENCE AN INTERNAL ELECTRICAL SHORT CIRCUIT.  IF A SHORT CIRCUIT OCCURS, THE AIRBAG WARNING LAMP WOULD ILLUMINATE.  DEPENDING ON THE LOCATION OF THE SHORT CIRCUIT THE DEPLOYABLE RESTRAINT SYSTEMS E.G. AIR BAGS. PRETENSIONERS SIDE CURTAINS MAY NOT FUNCTION AS INTENDED IN THE EVENT OF A CRASH INCREASING THE RISK OF INJURY.  THE SHORT MAY ALSO AFFECT THE FUNCTION OF OTHER SYSTEMS THAT USE INTERNAL DATA FROM THE RCM E.G. STABILITY CONTROL.  IN THESE CASES THE CORRESPONDING MALFUNCTION INDICATOR LAMPS WOULD ALSO BE ILLUMINATED. THESE VEHICLES ARE NOT PRODUCED IN VIN ORDER.  INFORMATION AS TO THE APPLICABILITY OF THIS ACTION TO SPECIFIC VEHICLES CAN BEST BE OBTAINED BY EITHER CALLING FORDS TOLL FREE LINE 1 866 436 7332 OR BY CONTACTING A LOCAL FORD OR LINCOLN DEALER WHO CAN OBTAIN SPECIFIC INFORMATION REGARDING THE VEHICLES FROM THE FORD ON LINE AUTOMOTIVE SERVICE INFORMATION SYSTEM OASIS DATABASE.","DEPENDING ON THE LOCATION OF THE SHORT CIRCUIT, THE DEPLOYABLE RESTRAINT SYSTEMS AND OTHER SYSTEMS THAT USE INERTIAL DATA FROM THE RCM MAY NOT FUNCTION AS INTENDED, INCREASING THE RISK OF INJURY. FORD IS NOT AWARE OF ANY ACCIDENT OR INJURY RELATED TO THIS CONDITION.","DEALERS WILL BE INSTRUCTED TO REPLACE THE RCM. THERE WILL BE NO CHARGE TO OWNERS FOR THIS SERVICE. AN INITIAL NOTIFICATION LETTER WILL BE MAILED TO ALL OWNERS THE WEEK OF NOVEMBER 10, 2014. DUE TO LIMITED PARTS AVAILABILITY, WE WILL INSTRUCT OWNERS TO CONTACT THEIR DEALER FOR SERVICE IF THEY HAVE AN ILLUMINATED AIRBAG WARNING INDICATOR. OWNERS WHO HAVE NOT ALREADY HAD THIS SERVICE PERFORMED WILL BE MAILED A FOLLOW-UP LETTER WHEN PARTS ARE AVAILABLE, ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. IN ACCORDANCE WITH PART 573.13(D)(1), FORDS GENERAL REIMBURSEMENT PLAN FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PRIOR TO NOTIFICATION OF A SAFETY RECALL WAS PROVIDED TO THE AGENCY ON FEBRUARY 20, 2013. THE ENDING DATE FOR REIMBURSEMENT ELIGIBILITY FOR THE COST OF REMEDIES PAID FOR BY VEHICLE OWNERS PER FORD'S GENERAL REIMBURSEMENT PLAN IS NOVEMBER 30, 2014. FORD WILL UPLOAD A COPY OF THE NOTIFICATION LETTERS TO DEALERS ON NHTSA'S SAFERCAR.GOV WEBSITE WHEN AVAILABLE.",1FMCU0GX6DUA85991,2023-03-06 23:54:09.804360
Yes,Incomplete,BRAKE STOP LAMPS REMAIN ON,22R01,2022-01-07,"FORD MOTOR COMPANY IS CONDUCTING A SAFETY RECALL 22S02 ON CERTAIN 2014-2015 MODEL YEAR MUSTANG, FUSION AND MKZ VEHICLES REGISTERED IN CERTAIN HIGH AMBIENT TEMPERATURE STATES AND TERRITORIES.","A MISSING BRAKE PEDAL STOP BUMPER WILL RESULT IN THE BRAKE STOP LAMPS REMAINING ON CONTINUOUSLY, EVEN WHEN THE BRAKE PEDAL IS NOT APPLIED, WHICH MAY CONFUSE OTHER DRIVERS AND INCREASE THE RISK OF A CRASH. ON AUTOMATIC TRANSMISSION VEHICLES, A MISSING BRAKE PEDAL BUMPER COULD ALLOW THE TRANSMISSION TO BE SHIFTED OUT OF THE PARK POSITION WITHOUT DEPRESSING THE BRAKE, WHICH MAY RESULT IN A VEHICLE ROLLAWAY, INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE BRAKE PEDAL BUMPER FREE OF CHARGE PARTS AND LABOR.,1FA6P8CF3F5434922,2023-03-06 23:54:09.870729
Yes,Incomplete,LUGGAGE COMPARTMENT LID WIRING INSPECTION AND REAR VIEW CAMERA IMPROPER FUNCTION,22V082,2022-02-16,"ON YOUR VEHICLE, THE REAR VIEW CAMERA COULD INTERMITTENTLY DISPLAY A BLANK OR DISTORTED IMAGE.",".A REAR VIEW CAMERA THAT INTERMITTENTLY DISPLAYS A BLANK OR DISTORTED IMAGE MAY REDUCE THE DRIVERS VIEW OF WHAT IS BEHIND THE VEHICLE, INCREASING THE RISK OF A CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE FOR ALL MY2016-2017 AND A LIMITED NUMBER OF MY2015 2015MY OWNERS WILL RECEIVE A PARTS AVAILABLE OWNER LETTER ADVISING THEM TO SCHEDULE A SERVICE APPOINTMENT. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSPECT AND REPAIR THE LUGGAGE COMPARTMENT LID WIRING HARNESS AS NECESSARY FREE OF CHARGE PARTS AND LABOR.,1FA6P8CF3F5434922,2023-03-06 23:54:09.873099
No,,,,,,,,1FTPX14558FA63254,2023-03-06 23:54:10.188279
Yes,Incomplete,BOTH FRONT WIPER ARM REPLACEMENT,22V250,2022-04-14,"ON YOUR VEHICLE, IT MAY BE POSSIBLE FOR THE VEHICLE WIPER ARMS TO PERFORM ERRATICALLY. THIS CONDITION CAN POTENTIALLY LEAD TO A WIPER ARM THAT BECOMES INOPERABLE AND OR SEPARATED FROM THE VEHICLE, WHICH CAN RESULT IN REDUCED VISIBILITY IN CERTAIN CONDITIONS.",A WIPER ARM THAT BECOMES INOPERABLE ANDOR SEPARATED FROM THE VEHICLE CAN RESULT IN REDUCED VISIBILITY IN CERTAIN CONDITIONS,"FORD MOTOR COMPANY IS WORKING CLOSELY WITH ITS SUPPLIERS TO PRODUCE PARTS FOR THIS REPAIR. WHEN PARTS BECOME AVAILABLE, FORD MOTOR COMPANY WILL NOTIFY YOU VIA MAIL TO SCHEDULE A SERVICE APPOINTMENT WITH YOUR DEALER FOR REPAIRS TO BE COMPLETED FREE OF CHARGE PARTS AND LABOR. PARTS ARE ANTICIPATED TO BE AVAILABLE IN SMALL QUANTITIES 4  QUARTER 2022.",1FTFW1E54MFC10378,2023-03-06 23:54:11.075589
No,,,,,,,,1FTFW1ET8EKF74780,2023-03-06 23:54:11.109276
No,,,,,,,,1FMCU02Z28KA57356,2023-03-06 23:54:11.415971
No,,,,,,,,2FTZF17251CA52074,2023-03-06 23:54:11.433958
Yes,Incomplete,TRANSMISSION SHIFTER CABLE BUSHING,#22V413,2022-06-10,"ON YOUR VEHICLE, IT MAY BE POSSIBLE THE TRANSMISSION SHIFTER CABLE BUSHING IS DAMAGED OR MISSING.","A DAMAGED OR MISSING BUSHING COULD PREVENT THE SHIFTER FROM MOVING THE TRANSMISSION INTO THE INTENDED GEAR POSITION AND CAUSE THE VEHICLE TO MOVE IN AN UNEXPECTED DIRECTION.  THE TRANSMISSION MAY NOT BE IN THE PARK POSITION, EVEN THOUGH THE SHIFTER POSITION INDICATES THAT THE VEHICLE WAS SHIFTED TO PARK. EXITING A VEHICLE WITHOUT THE TRANSMISSION IN THE PARK POSITION AND WITHOUT THE APPLICATION OF THE PARKING BRAKE MAY ALLOW THE VEHICLE TO ROLL, INCREASING THE RISK OF INJURY OR CRASH.",PARTS ARE NOW AVAILABLE TO REPAIR YOUR VEHICLE. FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE THE SHIFTER CABLE BUSHING AND PROTECTIVE CAP FREE OF CHARGE PARTS AND LABOR.,1FMCU9G97HUC81059,2023-03-06 23:54:11.447122
Yes,Incomplete,REAR SUSPENSION TOE LINK REPLACEMENT,19V435,2019-06-10,"ON YOUR VEHICLE, FREQUENT FULL ARTICULATION OF THE REAR SUSPENSION MAY INCREASE THE STRESS ON THE REAR SUSPENSION TOE LINK, WHICH MAY, OVER TIME, RESULT IN A TOE LINK FRACTURE.","REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN A NOISE, A SUDDEN CHANGE IN VEHICLE HANDLING, OR DIFFICULTY CONTROLLING THE VEHICLE INCREASING THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR REAR SUSPENSION TOE LINKS FREE OF CHARGE PARTS AND LABOR.,1FM5K7D82FGC53714,2023-03-06 23:54:11.455109
No,,,,,,,,1ZVFT82H965251644,2023-03-06 23:54:11.464225
No,,,,,,,,1FTRW073X3KC23953,2023-03-06 23:54:11.473559
No,,,,,,,,1FTFW1EF6DKD63084,2023-03-06 23:54:11.478245
Yes,Incomplete,BRAKE MASTER CYLINDER LEAK INTO BOOSTER,22V150,2022-03-11,"ON YOUR VEHICLE, THE BRAKE MASTER CYLINDER MAY ALLOW BRAKE FLUID TO LEAK INTO THE BRAKE BOOSTER. IF THE BRAKE FLUID RESERVOIR IS DEPLETED BELOW A PRE-DETERMINED LEVEL, YOU WILL BE ALERTED THAT BRAKE SYSTEM SERVICE IS REQUIRED BY A COMBINATION OF THE FOLLOWING 	AN AUDIBLE CHIME 	A FULL SCREEN MESSAGE CENTER ALERT 	ILLUMINATION OF THE RED BRAKE WARNING INDICATOR SHOWN TO THE LEFT IF THE BRAKE FLUID RESERVOIR IS DEPLETED THROUGH CONTINUED VEHICLE OPERATION, YOU MAY EXPERIENCE A CHANGE IN BRAKE PEDAL TRAVEL AND FEEL, AND INCREASED PEDAL EFFORT. IF A LOSS OF BRAKE FLUID IS SUBSTANTIAL, IT CAN REDUCE BRAKE FUNCTION IN THE FRONT WHEELS. BRAKE FUNCTION IN THE REAR WHEELS IS UNAFFECTED BY THIS CONDITION.","REDUCED BRAKE FUNCTION IN THE FRONT WHEELS CAN EXTEND STOPPING DISTANCE, INCREASING THE RISK OF A CRASH.","FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO REPLACE YOUR VEHICLES BRAKE MASTER CYLINDER, AND IF THE BRAKE MASTER CYLINDER IS LEAKING, ALSO REPLACE THE BRAKE BOOSTER, FREE OF CHARGE PARTS AND LABOR.",1FTEW1EG4HFB12521,2023-03-06 23:54:11.515655
No,,,,,,,,1FMCU9GX5FUB16820,2023-03-06 23:54:11.527937
No,,,,,,,,1FTFW1Ef0hfb58259,2023-03-06 23:54:11.700876
No,,,,,,,,1FA6P8TH5K5143799,2023-03-06 23:54:12.644149
No,,,,,,,,1FTEF14Y8LLA69712,2023-03-06 23:54:12.716050
No,,,,,,,,1FMCU0DG9CKA93534,2023-03-06 23:54:13.093488
No,,,,,,,,1FTMF1CM8DKG36146,2023-03-06 23:54:13.097794
No,,,,,,,,1fahp32n38w158484,2023-03-06 23:54:13.107425
No,,,,,,,,1fmfu16558la03697,2023-03-06 23:54:13.101044
No,,,,,,,,1fadp3e24hl344357,2023-03-06 23:54:13.123661
Yes,Incomplete,2011-2013 EXPLORER BUILT WITH RUBBER BUSHINGS OR ZF CABJS CORROSION,21V746,2021-11-04,"VEHICLES EXPOSED TO A CORROSIVE ENVIRONMENT WHERE ROAD SALT IS USED EXTENSIVELY DURING WINTER MONTHS, COULD EXPERIENCE A SEIZED REAR SUSPENSION TOE LINK BALL JOINT RESULTING IN A FRACTURED REAR SUSPENSION TOE LINK. WHILE YOUR VEHICLE WAS NOT ORIGINALLY BUILT WITH REAR TOE LINK BALL JOINTS SUSCEPTIBLE TO THIS CONDITION, OUR RECORDS INDICATE THAT SUSCEPTIBLE COMPONENTS WERE SUBSEQUENTLY INSTALLED ON YOUR VEHICLE DURING REAR SUSPENSION SERVICE.","A SEIZED TOE LINK BALL JOINT CAN CAUSE A TOE LINK FRACTURE. REAR TOE LINK FRACTURE WHILE DRIVING COULD RESULT IN UNUSUAL VEHICLE HANDLING CHARACTERISTICS, OR DIFFICULTY CONTROLLING THE VEHICLE, AND MAY INCREASE THE RISK OF A CRASH.",FORD MOTOR COMPANY HAS AUTHORIZED YOUR DEALER TO INSPECT BOTH TOE LINK CONNECTIONS TO CONFIRM THAT A SUSCEPTIBLE BALL JOINT WAS INSTALLED. IF YOUR VEHICLE HAS A SUSCEPTIBLE BALL JOINT INSTALLED THEN YOUR DEALER WILL REPLACE BOTH REAR TOE LINKS WITH AN UPDATED DESIGN. THESE SERVICES MUST BE PERFORMED ON ALL AFFECTED VEHICLES AT NO CHARGE TO THE VEHICLE OWNER.,1FMHK7F90CGA84047,2023-03-06 23:54:13.115206
No,,,,,,,,1FMZU63E02UC70827,2023-03-06 23:54:13.137459
No,,,,,,,,1FAFP406X4F214617,2023-03-06 23:54:13.147105
No,,,,,,,,1FMCU03G79KC46146,2023-03-06 23:54:13.163981
Yes,Incomplete,DOOR LATCH REPEAT REPAIR,20V331,2020-06-08,"YOUR VEHICLE WAS PREVIOUSLY REPAIRED UNDER SAFETY RECALL 15S16 OR 16S30. DURING THAT REPAIR, YOUR VEHICLES DOOR LATCHES WERE TO BE REPLACED TO HELP REDUCE THE RISK OF DOORS NOT CLOSING OR DOORS OPENING WHILE DRIVING. IT IS POSSIBLE THAT ONE OR MORE OF YOUR DOOR LATCHES WAS NOT REPLACED OR MAY NOT HAVE BEEN REPLACED CORRECTLY.","IF A DOOR LATCH WAS NOT REPLACED, THERE IS STILL A RISK THAT THE PAWL SPRING TAB INSIDE THE DOOR LATCH COULD BREAK. THIS CONDITION WILL TYPICALLY PREVENT THE DOOR FROM LATCHING. IN CERTAIN SITUATIONS, WHERE THE DOOR IS ABLE TO BE CLOSED, THE DOOR MAY UNLATCH WHILE DRIVING, INCREASING THE RISK OF INJURY","THE DOOR LATCH DATE CODES IN YOUR VEHICLE NEED TO BE INSPECTED TO VERIFY THAT THE PREVIOUS DOOR LATCH RECALL REPAIR WAS COMPLETED AS INTENDED. FOR YOUR CONVENIENCE AND TO ENCOURAGE THE CONTINUED SOCIAL DISTANCING REQUIREMENTS BY MANY STATE AND LOCAL GOVERNMENTS RELATED TO COVID-19, FORD IS PROVIDING YOU WITH THE OPTION TO COMPLETE THIS SIMPLE INSPECTION YOURSELF USING THE ATTACHED SELF-INSPECTION SHEET. BY UTILIZING THIS OPTION, YOU SHOULD NOT NEED TO TAKE YOUR VEHICLE TO YOUR DEALER UNLESS YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS DOOR WILL NOT LATCH OR OPENS WHILE DRIVING. IN THE UNLIKELY EVENT THAT THE SYSTEM CANNOT CONFIRM THE LATCHES ON YOUR VEHICLE BASED ON YOUR INPUT, OR IF YOUR VEHICLE IS EXHIBITING DOOR LATCHING CONCERNS, YOU WILL NEED TO TAKE YOUR VEHICLE TO YOUR DEALERSHIP FOR ADDITIONAL INSPECTION AND/OR REPAIRS. IF YOU DO NOT WISH TO COMPLETE THIS INSPECTION YOURSELF, YOUR DEALER WILL INSPECT YOUR VEHICLE FOR YOU",1FADP3F29DL293852,2023-03-06 23:54:13.415475
