Open_Recalls,Recall_status,Name_of_Recall,Campaign_NHTSA,Date_of_recall_announcement,Brief_Description,Safety_Risk,Remedy,Vim_ID,Time_Stamp
Yes,incomplete,Excessive Engine Oil Consumption,,2020-01-17,"Some 2013 model year Chevrolet Equinox and GMC Terrain vehicles equipped with a 2.4L engine (RPO LEA) may exhibit excessive engine oil consumption (less than 2,000 miles [3,200 km] per quart [0.946 L] of engine oil), due to piston ring wear. If this condition is present, an audible rattle or knock from the engine may be heard. The engine oil pressure telltale may illuminate on the instrument panel or the following message may appear in the Driver Information Center: ""Oil Pressure Low – Stop Engine"".",,"Dealers are to perform an oil consumption test and install new pistons and piston rings if excessive consumption is found. In addition, dealers are to repair or replace any engine components that require repair or replacement if the need for such repair or replacement was solely caused by excessive oil consumption due to piston ring wear. The repairs will be made at no charge to the Customer.",2GNALBEK6D1129010,2023-03-06 23:48:45.276548
Yes,incomplete,Special Coverage 14232,,2001-01-01,"Some 2012-2014 model year Buick Verano, 2011-2014 model year Chevrolet Cruze and Volt, 2010-2014 model year Chevrolet Equinox and GMC Terrain, and 2013-2014 model year Chevrolet Malibu vehicles may have increased friction in the steering system. This could cause the steering wheel to stick in the straight-ahead position after driving long distances on a straight highway. The steering wheel can be turned but it may require increased effort.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,2GNALBEK6D1129010,2023-03-06 23:48:45.277727
Yes,incomplete,Tailpipe Emissions – Oxygen Sensor,,2019-11-08,"General Motors has decided to conduct a voluntary emissions recall involving certain 2012-2013 Chevrolet Equinox and GMC Terrain vehicles equipped with a 2.4L engine and certified to the EPA Bin 4 emission standard and the California Cleaner Federal Vehicle option of Bin 4 emission standard. The vehicle’s post-catalyst oxygen sensor may provide inaccurate information to the engine control module, which manages engine combustion air-fuel ratios. If this condition occurs, tail pipe emissions may exceed allowed limits, without providing any notification to the driver. The malfunction indicator lamp (check engine light) will not illuminate.","If this condition occurs, tail pipe emissions may exceed allowed limits, without providing any notification to the driver.",Dealers are to replace the post-catalyst oxygen sensor.,2GNALBEK6D1129010,2023-03-06 23:48:45.278396
Yes,complete,AUTOMATIC CRASH RESPONSE SYSTEM - REPROGRAM SDM,,2012-08-17,,,,2GNALBEK6D1129010,2023-03-06 23:48:45.278986
Yes,complete,Front Wiper Transmission Corrosion Failure,16V582,2017-03-22,"General Motors has decided that a defect, which relates to motor vehicle safety, exists in certain 2013 model year Chevrolet Equinox and GMC Terrain vehicles.  The ball joints in the windshield wiper modules of these vehicles may experience high corrosion and wear that could result in the separation of one or more ball joints from their sockets during wiper operation.  If a ball joint were to separate, one or both of the windshield wipers could become inoperative.  If one or both of the windshield wipers become inoperative, it could limit the driver’s visibility under certain operating conditions, which may increase the risk of a crash.","If one or both of the windshield wipers become inoperative, it could limit the driver’s visibility under certain operating conditions, which may increase the risk of a crash.","Dealers will inspect the front wiper-module.  If the module has not been previously replaced with part number 84241847, then the dealers will replace it with the new module (i.e., 84241847) that has a water deflector and improved ball joints.  In addition, dealers will fill the water-management hole near the passenger-side wiper-pivot and drill a small hole on the adjacent wall of the air inlet panel (AIP).  If the module was previously replaced with part 84241847, then the only repair dealers need to complete is the AIP-hole repair—drilling a small hole on the adjacent wall of the AIP. This service will be performed for you at no charge.",2GNALBEK6D1129010,2023-03-06 23:48:45.279564
Yes,incomplete,Catalytic Converter and Oxygen Sensor Performance Degradation,,2020-10-01,"Some 2012-2013 model year Chevrolet Equinox or GMC Terrain vehicles, equipped with a 2.4L engine may exhibit catalytic converter degraded catalytic converter and/or oxygen sensors caused by excessive engine oil consumption.

The excessive oil consumption issue that causes this emissions parts condition is defined as an engine consuming a quart of oil or more in less than 2,000 miles [3,200 km] of driving. Signs a vehicle may have excessive oil consumption include that it needs frequent oil refilling, or that the engine creates an audible rattle or knocking sound, or that the engine oil pressure warning light illuminates on the instrument panel, or that the following message appears in the Driver Information Center: “Oil Pressure Low – Stop Engine.”

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (241,400 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,"Determine if the vehicle has, or has been repaired for, an excessive engine oil consumption condition due to piston ring wear by  1.Performing an excessive engine oil consumption test, or  2.Examining IVH or other service records to determine if a repair has been performed to remedy excessive oil consumption due to piston ring wear. If the vehicle has, or has been repaired for, an excessive engine oil consumption condition due to piston ring wear, replace the catalytic converters and oxygen sensors. See also Special Coverage bulletins 16118, N192291100 or N192291101 “Excessive Engine Oil Consumption” for repair of engine and other components.   Note: The special coverage terms for excessive engine oil consumption may be different than the special coverage terms for the catalytic converter and oxygen sensor degradation. The repairs will be made at no charge to the customer.",2GNALBEK6D1129010,2023-03-06 23:48:45.280174
No,,,,,,,,3GNEC16R3XG254582,2023-03-06 23:48:45.353753
No,,,,,,,,3GNAXUEV3MS136057,2023-03-06 23:48:45.358752
Yes,complete,Front Wiper Transmission Corrosion Failure,16V582,2017-03-22,"General Motors has decided that a defect, which relates to motor vehicle safety, exists in certain 2013 model year Chevrolet Equinox and GMC Terrain vehicles.  The ball joints in the windshield wiper modules of these vehicles may experience high corrosion and wear that could result in the separation of one or more ball joints from their sockets during wiper operation.  If a ball joint were to separate, one or both of the windshield wipers could become inoperative.  If one or both of the windshield wipers become inoperative, it could limit the driver’s visibility under certain operating conditions, which may increase the risk of a crash.","If one or both of the windshield wipers become inoperative, it could limit the driver’s visibility under certain operating conditions, which may increase the risk of a crash.","Dealers will inspect the front wiper-module.  If the module has not been previously replaced with part number 84241847, then the dealers will replace it with the new module (i.e., 84241847) that has a water deflector and improved ball joints.  In addition, dealers will fill the water-management hole near the passenger-side wiper-pivot and drill a small hole on the adjacent wall of the air inlet panel (AIP).  If the module was previously replaced with part 84241847, then the only repair dealers need to complete is the AIP-hole repair—drilling a small hole on the adjacent wall of the AIP. This service will be performed for you at no charge.",2GNFLEEK1D6333143,2023-03-06 23:48:45.351535
Yes,incomplete,Excessive Engine Oil Consumption,,2020-01-17,"Some 2013 model year Chevrolet Equinox and GMC Terrain vehicles equipped with a 2.4L engine (RPO LEA) may exhibit excessive engine oil consumption (less than 2,000 miles [3,200 km] per quart [0.946 L] of engine oil), due to piston ring wear. If this condition is present, an audible rattle or knock from the engine may be heard. The engine oil pressure telltale may illuminate on the instrument panel or the following message may appear in the Driver Information Center: ""Oil Pressure Low – Stop Engine"".",,"Dealers are to perform an oil consumption test and install new pistons and piston rings if excessive consumption is found. In addition, dealers are to repair or replace any engine components that require repair or replacement if the need for such repair or replacement was solely caused by excessive oil consumption due to piston ring wear. The repairs will be made at no charge to the Customer.",2GNFLEEK1D6333143,2023-03-06 23:48:45.382516
Yes,incomplete,Special Coverage 14232,,2001-01-01,"Some 2012-2014 model year Buick Verano, 2011-2014 model year Chevrolet Cruze and Volt, 2010-2014 model year Chevrolet Equinox and GMC Terrain, and 2013-2014 model year Chevrolet Malibu vehicles may have increased friction in the steering system. This could cause the steering wheel to stick in the straight-ahead position after driving long distances on a straight highway. The steering wheel can be turned but it may require increased effort.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,2GNFLEEK1D6333143,2023-03-06 23:48:45.383354
Yes,incomplete,Front Passenger Airbag Takata Inflator – Priority Group 6,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNMCAE32AR199154,2023-03-06 23:48:45.450412
Yes,incomplete,Special Coverage 11273,,2001-01-01,"Some 2008-2009 Chevrolet TrailBlazer; GMC Envoy; HUMMER H2; Saab 9-7x; 2008-2011 Cadillac Escalade, Escalade ESV, Escalade EXT; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; GMC Savana, Sierra, Yukon, Yukon XL; 2008-2010 HUMMER H3; 2009-2011 Chevrolet Colorado; GMC Canyon; and 2009-2010 HUMMER H3T vehicles, equipped with a V8 engine, may have a condition where the throttle position sensor may cause the engine to run rough and cause the malfunction indicator lamp and/or an Engine Reduced Power message to illuminate. If this occurs, it could result in reduced engine power.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1GNMCAE32AR199154,2023-03-06 23:48:45.453121
Yes,complete,TRANSMISSION DIPSTICK TUBE FRACTURE,,2012-09-17,,,,1GNMCAE32AR199154,2023-03-06 23:48:45.455312
Yes,incomplete,Front Passenger Airbag Takata Inflator – Priority Group 6,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNFK23099R237095,2023-03-06 23:48:45.521159
Yes,incomplete,Special Coverage 11273,,2001-01-01,"Some 2008-2009 Chevrolet TrailBlazer; GMC Envoy; HUMMER H2; Saab 9-7x; 2008-2011 Cadillac Escalade, Escalade ESV, Escalade EXT; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; GMC Savana, Sierra, Yukon, Yukon XL; 2008-2010 HUMMER H3; 2009-2011 Chevrolet Colorado; GMC Canyon; and 2009-2010 HUMMER H3T vehicles, equipped with a V8 engine, may have a condition where the throttle position sensor may cause the engine to run rough and cause the malfunction indicator lamp and/or an Engine Reduced Power message to illuminate. If this occurs, it could result in reduced engine power.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1GNFK23099R237095,2023-03-06 23:48:45.523793
Yes,complete,BUCKET SEAT RECLINER BOLT BREAKAGE,,1994-01-01,,,,1GNEV16K1KF184460,2023-03-06 23:48:45.541910
Yes,complete,AUTOMATIC TRANSMISSION FLUID SYSTEM CONTAINMENT - CHECK 2D20/2D21 & 3D09,,1992-02-01,,,,1GNEV16K1KF184460,2023-03-06 23:48:45.542948
No,,,,,,,,1gnfc13538r205664,2023-03-06 23:48:45.654658
Yes,complete,THROTTLE CABLE/DASH MAT CONTACT,,1996-04-01,,,,1GNEK13KXSJ440993,2023-03-06 23:48:45.665027
Yes,complete,WINDSHIELD WIPER MOTOR FAILURES,98V150,1998-09-01,,,,1GNEK13KXSJ440993,2023-03-06 23:48:45.666858
Yes,incomplete,Front Passenger Airbag Takata Inflator - Priority Group 10,21V054,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,1GNSKKE78ER182335,2023-03-06 23:48:45.688127
Yes,incomplete,FRONT WHEEL SPEED SENSOR CORROSION,05V379,2005-08-29,"Certain pickup trucks and sport utility vehicles may experience unwanted antilock brake system (ABS) activation.  This condition is more likely to occur in environmentally corrosive areas.  This recall will be launched in the ""salt belt"" states of Connecticut, Delaware, Illinois, Indiana, Iowa, Maryland, Massachusetts, Maine, Michigan, Minnesota, Missouri, New Hampshire, New Jersey, New York, Ohio, Pennsylvania, Rhode Island, Vermont, West Virginia, Wisconsin and the District of Columbia only.","This can cause increased stopping distances during low-speed brake applications, which could result in a crash.","Dealers will remove the wheel speed sensor and thoroughly clean the wheel speed sensor mounting surface on the bearing, apply rust inhibitor to the cleaned surface, grease the mounting surface, reinstall the wheel speed sensor, and check the peak-to-peak output voltage to ensure the wheel speed signal is within specifications free of charge.",3GNFK16T0YG108662,2023-03-06 23:48:45.696241
Yes,complete,ONSTAR GLOBAL POSITIONING SYSTEM,,2001-05-31,,,,3GNFK16T0YG108662,2023-03-06 23:48:45.700266
Yes,incomplete,FUEL MODULE RESERVOIR ASSEMBLY,05V155,2005-04-14,Certain trucks and sport utility vehicles were built with fuel module reservoir assemblies that contain fuel pump wire connectors that may overheat under certain operating conditions.,"If the ignition circuit wire is exposed, the fuel pump fuse will blow, disabling the fuel pump and causing an engine stall or no-start condition.  If sufficient heat is conducted to the pass-through connector, a hole in the connector may result, which may cause a 'Service Engine Soon' light to be illuminated during the emission system diagnostic routine.  Fuel vapor and in some cases  liquid fuel may leak out of the fuel tank through the hole in the connector body.  Fuel leakage, in the presence of an ignition source, could result in a fire.  Also if the ignition circuit or ground wire is exposed and shorts to the fuel level sender card wires, inaccurate fuel level readings may result.","Dealers will remove the fuel tank, and remove the module reservoir assemblies from the tank, and install a new service kit free of charge.",3GNFK16T0YG108662,2023-03-06 23:48:45.708372
Yes,incomplete,AIR BAG SENSING DIAGNOSTIC MODULE (SDM),02V178,2002-06-26,"Certain pickup and utility trucks, some of these vehicles have an air bag sensing diagnostic module (SDM) which contains an anomaly that could result in the driver and passenger's air bag failing to deploy during certain frontal crashes.","In a vehicle crash, front seat occupants may receive more severe injuries.",Dealers will recalibrate the SDM on the affected vehicles free of charge.,3GNFK16T0YG108662,2023-03-06 23:48:45.715023
Yes,complete,HEATED WINDSHIELD WASHER MODULE SHORT CIRCUIT - ADD WIRE HARNESS,,2008-08-26,,,,3GNFK163X8G177231,2023-03-06 23:48:45.714065
Yes,incomplete,FRONT BRAKE PIPE CONTACT WITH BODY CROSS SILL,00V345,2000-10-27,"Light duty pickup trucks and sport utility vehicles.  Some of these vehicles have a clearance condition between the front right-hand brake pipe and the body cross sill that could decrease to the point of allowing contact during the life of the vehicle. If contact occurs and the brake pipe becomes damaged, in half of the brake system there can be a loss of brake fluid and pressure.  The brake warning lamp will be activated when the brake fluid level reaches the indicator limit.","During braking, the pedal will be lower than normal and stopping distances will be longer.  If this occurs when stopping distance is limited, a crash could occur.","Dealers will inspect the front right-hand brake pipe for wear.  If there are signs of wear, this section of the brake pipe will be replaced with a new designed brake pipe section.  If there are not signs of wear on the brake pipe, the dealer will install a spacer clip to ensure sufficient clearance between the brake pipe and the body cross sill free of charge.",3GNFK16T0YG108662,2023-03-06 23:48:45.716456
Yes,complete,Continental Tire Tread Seperation,16T016,2016-10-03,"Continental Tire the Americas, LLC (CTA) has determined that a safety defect exists in certain P-metric all season tires supplied to General Motors as original equipment on certain full size truck models. The subject tire was also sold in the replacement market.","Affected tires may exhibit localized tread wear, excessive vibration, noise and bulging in the tread area. With continued use, the tires could experience a partial or full tread/belt loss, which could increase the risk of a crash.","CTA will notify all known customers of the campaign and will provide instructions on how to identify the subject tires.  Dealers will inspect the tires and replace those within the recalled population, free of charge.",3GNFK163X8G177231,2023-03-06 23:48:45.717050
Yes,incomplete,Special Coverage 11273,,2001-01-01,"Some 2008-2009 Chevrolet TrailBlazer; GMC Envoy; HUMMER H2; Saab 9-7x; 2008-2011 Cadillac Escalade, Escalade ESV, Escalade EXT; Chevrolet Avalanche, Express, Silverado, Suburban, Tahoe; GMC Savana, Sierra, Yukon, Yukon XL; 2008-2010 HUMMER H3; 2009-2011 Chevrolet Colorado; GMC Canyon; and 2009-2010 HUMMER H3T vehicles, equipped with a V8 engine, may have a condition where the throttle position sensor may cause the engine to run rough and cause the malfunction indicator lamp and/or an Engine Reduced Power message to illuminate. If this occurs, it could result in reduced engine power.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,3GNFK163X8G177231,2023-03-06 23:48:45.723531
Yes,complete,HEATED WINDSHIELD WASHER MODULE SHORT CIRCUIT - DISABLE AND REMOVE MODULE,10V240,2010-06-04,"GM is recalling certain model year 2006-2009 Buick Lucerne; Cadillac DTS; Hummer H2; model year 2008-2009 Buick Enclave; Cadillac CTS; model year 2007-2009 Cadillac Escalade, Escalade ESV, Escalade EXT; Chevrolet Avalanche, Silverado, Suburban, Tahoe; GMC Acadia, Sierra, Yukon, Yukon XL; Saturn Outlook; and model year 2009 Chevrolet Traverse vehicles equipped with a heated washer fluid system (HWFS).  A recall was implemented in 2008 to add a fuse to the control circuit harness to address the potential consequences of a printed circuit board (PCB) electrical short.  However, there have been new reports of thermal incidents on HWFS modules after this improvement was installed.  These incidents resulted from a new failure mode attributed to the device's thermal protection feature.  The significance varies from minor distortion to considerable melting of the plastic around the HWFS fluid chamber.",It is possible for the heated washer module to ignite and a fire may occur.,Dealers will permanently disable and remove the heated washer fluid module free of charge.  An updated page for the owner manual will be provided and inserted in the owner manual to document that the feature has been permanently disabled and removed from the vehicle.,3GNFK163X8G177231,2023-03-06 23:48:45.732222
Yes,complete,CHASSIS ELECTRONIC CONTROL MODULE,14V614,2014-10-01,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2013-2014 model year Cadillac CTS, Escalade, and Escalade ESV; Chevrolet Suburban and Tahoe vehicles; and GMC Yukon and Yukon XL vehicles and certain 2014 model year Buick Enclave; Chevrolet Express, Impala Limited, Silverado HD and Traverse; and GMC Acadia, Savana and Sierra HD vehicles. Additionally, a small number of 2003-2012 model year vehicles such as 2007-2009 Chevrolet Trailblazer, 2003-2012 Chevrolet Silverado, Suburban and Tahoe, GMC Sierra and Yukon, and 2008-2009 Chevrolet Avalanche and Colorado, GMC Canyon, HUMMER H2, H3 and H3T and Saturn VUE and Outlook models may have been serviced with a chassis electronic module that could have internal contamination, causing an electrical short in the module. Some of these vehicles were built or serviced with contamination within the chassis electronic module. This contamination can cause an electrical short in the module. If the module experiences an electrical short, the vehicle could display a check engine light, stall, or fail to start. If the vehicle is equipped with a trailer brake, the vehicle could lose trailer brake function and display a ""Service Trailer Brake System"" indicator.","If the vehicle experiences this condition and stalls while in motion, there could be an increased risk of a vehicle crash.",Dealers will replace the chassis electronic module on all affected vehicles free of charge.,3GNFK163X8G177231,2023-03-06 23:48:45.734366
Yes,complete,Increased Brake Pedal Effort,19V645,2019-09-06,"General Motors has decided that a defect which relates to motor vehicle safety exists in certain 2014-2018 model year Cadillac Escalade, Chevrolet Silverado, Chevrolet Suburban, Chevrolet Tahoe, GMC Sierra, and GMC Yukon vehicles. In some circumstances, these vehicle may have a condition in which the engine-mounted mechanical vacuum pump output may decrease over time, decreasing the amount of vacuum/power brake assist.",.,Dealers will reprogram the electronic brake control module with a new calibration that will improve how the system utilizes the hydraulic brake boost assist function when vacuum assist is depleted.,1GNSKHKC3HR321683,2023-03-06 23:48:45.733159
Yes,incomplete,Front Passenger Airbag Takata Inflator – Priority Group 6,21V050,2021-02-05,"TK Holdings Inc. (“Takata”) has decided that a defect which relates to motor vehicle safety exists in the passenger-side frontal airbag inflators installed as original equipment in certain 2007 to 2014 model year Cadillac Escalade, Escalade ESV, and Escalade EXT vehicles; certain Chevrolet Avalanche, Silverado 1500, Silverado 2500/3500, Suburban, and Tahoe vehicles; and certain GMC Sierra 1500, Sierra 2500/3500, Yukon, and Yukon XL vehicles.  The determination was made that the propellant in these inflators may degrade after long-term exposure to high humidity and temperature cycling, which could cause the inflator to rupture during a deployment.","An inﬂator rupture may cause metal fragments to pass through the airbag and into the vehicle interior at high speed, which may result in injury or death to vehicle occupants.",Dealers will replace the passenger-side frontal airbag inflator.,3GNFK163X8G177231,2023-03-06 23:48:45.735285
Yes,incomplete,Combi-Cooler Air Conditioner Refrigerant Leak,,2017-10-06,"Some 2015-2017 model year Cadillac Escalade, Escalade ESV, Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL vehicles, may have a condition where thermal cycling on the combination transmission fluid/oil and AC condenser cooler creates a crack that may allow refrigerant to escape. This condition consequently may deactivate the AC system which may cause potential customer annoyance.

This special coverage covers the condition described above for a period of 5 years or 60,000 miles (100,000 km) for Chevrolet Suburban, Tahoe, GMC Yukon and Yukon XL and 6 years or 72,000 miles (116,000 km) for Cadillac Escalade and Escalade ESV, whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to inspect the air conditioning condenser and replace if necessary.  The repairs will be made at no charge to the customer.,1GNSKHKC3HR321683,2023-03-06 23:48:45.736221
Yes,incomplete,Brake Assist Decreased Due To Vacuum Loss,,2019-04-10,"Some 2014 – 2018 model year GM vehicles may have a condition where customers may experience increased brake pedal effort, hard brake pedal, and/or potentially increased stopping distance. The condition is more prevalent at low speed when softly applying the brakes. The engine mounted mechanical vacuum pump output may decrease over time decreasing the amount of vacuum/power brake assist. Failure to follow recommended oil change intervals could contribute to this condition. The Driver’s Information Center, (DIC) “Service brake assist” alert will activate 2-5 minutes after the vacuum level drops, and a Diagnostic Trouble Code, (DTC) will also be set. Even where this condition occurs, the hydraulic brake system remains functional but may require additional pedal force.

This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the vacuum pump and vacuum pump belt.  The repairs will be made at no charge to the customer.,1GNSKHKC3HR321683,2023-03-06 23:48:45.746589
No,,,,,,,,1G1YY22G445106650,2023-03-06 23:48:45.772748
Yes,incomplete,Windshield Wiper Failure,22V165,2022-10-04,"General Motors has decided that a defect, which relates to motor vehicle safety, exists in certain 2014-2015 model year Chevrolet Equinox and GMC Terrain vehicles.  The ball joints in the windshield wiper modules of these vehicles may experience high corrosion and wear that could result in the separation of one or more ball joints from their sockets during wiper operation.  If a ball joint were to separate, one or both of the windshield wipers could become inoperative.","If one or both of the windshield wipers become inoperative, it could limit the driver’s visibility under certain operating conditions, which may increase the risk of a crash.",Dealers will inspect the wiper module and repair or replace as necessary.,2GNFLFEK4F6365593,2023-03-06 23:48:45.776234
Yes,incomplete,Wiper Transmission Arm Linkage Failure,,2019-12-17,"Some 2010-2017 model year Equinox or Terrain vehicles may have a condition where a link ball socket in the Front wiper transmission may separate. If this were to occur, the driver would experience a sudden loss of Front wiper function.
	
This special coverage covers the condition described above for a period of 10 years or 150,000 miles (240,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the front wiper module with the latest version with improved sockets and a new water shield.  The repairs will be made at no charge to the customer.,2GNFLFEK4F6365593,2023-03-06 23:48:45.783397
Yes,incomplete,Special Coverage 14717,,2001-01-01,"On some 2005-2013 model year Chevrolet Corvette vehicles equipped with a manual transmission, the clutch system may fail if unapproved fluids are used to service the system or if a high-pressure pulse occurs during a clutch self-adjustment event. If the clutch system fails, the clutch pedal may not return if depressed. If the clutch pedal does not return, it may be possible to start the vehicle when the transmission is in any gear. This could result in unexpected vehicle movement when the engine is started.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1YA2DW9B5111963,2023-03-06 23:48:45.789804
Yes,incomplete,Special Coverage N150643,,2001-01-01,"Some 2004-2009 model year Cadillac XLR and 2005-2013 model year Chevrolet Corvette vehicles, equipped with power seats, may have a condition where, the wire harness connector from the seat side airbag and buckle tensioner to the body has a design interference between the vertical adjust crossbar and the carpet.  When the seat is moved forward or back, the connector may be dragged along the carpet, pulling terminals loose or pulling the connector apart. This will cause a diagnostic trouble code to be set and the service airbag light will be illuminated.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,,1G1YA2DW9B5111963,2023-03-06 23:48:45.799773
Yes,incomplete,Fuel and Vapor Leaks due to cracks in the fuel pump module flange or leaks past the sender seal - 2007-2013 Chevrolet Corvette & 2007-2009 Cadillac XLR,,2016-07-22,"Some 2007 to 2009 model year XLR or 2007 to 2013 model year Corvette vehicles may have a condition where a fuel odor is detected, fuel droplets appear below the left-hand fuel tank with fuel gauge level above 1/2, or a malfunction indicator lamp illuminates due to a leak path in the left-hand fuel pump module flange.

This special coverage covers the condition described above for a period of 10 years or 120,000 miles (193,000 km), whichever occurs first, from the date the vehicle was originally placed in service, regardless of ownership.",,Dealers are to replace the left hand fuel tank fuel pump module.  The repairs will be made at no charge to the customer.,1G1YA2DW9B5111963,2023-03-06 23:48:45.800545
Yes,complete,REAR HATCH SEPARATION IN CRASH,11V491,2011-10-03,"General Motors is recalling certain model year 2011-2012 Chevrolet Corvette coupe vehicles, manufactured from January 24, 2011, through September 1, 2011, for failing to comply with the requirements of Federal Motor Vehicle Safety Standard Number 206, ""Door Locks and Door Retention Components"".  The rear hatch hinges may not meet the load requirements specified in the safety standard.","The rear hatch could separate in the event of a crash, increasing the risk of injury.",Dealers will replace both rear hatch hinges free of charge.,1G1YA2DW9B5111963,2023-03-06 23:48:45.801284
Yes,complete,CORVETTE LOW-BEAM HEADLAMPS INOPERATIVE,,2014-05-12,,,,1G1YA2DW9B5111963,2023-03-06 23:48:45.801947
Yes,incomplete,Special Coverage 14319,,2001-01-01,"Certain 2005-2006 model year (MY) Chevrolet Equinox, 2006 MY Pontiac Torrent and 2002-2007 MY Saturn VUE vehicles may have a condition in which the ignition key may be removed when the ignition is not in the “Off” position. If the ignition key is removed when the ignition is not in the “Off” position, unintended motion may occur: (a) for an automatic transmission, if the transmission is not in “Park”; or (b) for a manual transmission, if the parking brake is not engaged and the transmission is not in reverse gear. This could result in a vehicle crash and occupant or pedestrian injuries.

This special coverage covers the condition described above for the life of the vehicle. This means regardless of when the vehicle was originally placed in service or its current mileage or ownership, the repairs described in this bulletin will be paid for by GM.",,,2CNDL73F266197900,2023-03-06 23:48:45.901025
Yes,incomplete,Special Coverage 11135,,2001-01-01,,,,2CNDL73F266197900,2023-03-06 23:48:45.903645
No,,,,,,,,1gnfk23029r275011,2023-03-06 23:48:45.923517
Yes,complete,REARWARD FOLDING HEAD RESTRAINTS PINCH POINT,02V253,2002-09-17,"Certain sport utility vehicles equipped with rearward folding head restraints on the second row seats, two potential pinch points exist on each of the folding head restraints when the restraints are folded rearward as the seatback is folded down.","If a person were to insert their finger(s) into the pinch point when the head restraint folds, it could trap and pinch the finger(s) causing injury.",Dealers will install protective covers over the pinch points free of charge.,1GNEK13Z72R209824,2023-03-06 23:48:45.998400
